path,trial,server,client,protocol,role,srvip,mtu,bufsize,winsize,bitrate,par,affin,bw,units
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_3.log,3,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,217,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_4.log,4,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,200,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_5.log,5,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,198,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_6.log,6,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,217,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_7.log,7,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,198,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_8.log,8,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,194,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_9.log,9,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,204,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_0.log,0,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,160,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_1.log,1,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,160,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_2.log,2,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,166,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_3.log,3,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,136,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_4.log,4,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,158,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_5.log,5,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,144,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_6.log,6,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,168,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_7.log,7,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,159,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_8.log,8,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,167,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_9.log,9,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,142,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.29_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_0.log,0,torchrun-multipod-1,torchrun-multipod-0,tcp,srv,192.168.216.29,9000,1024K,0,0,32,0-127-256-383,187,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.29_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_1.log,1,torchrun-multipod-1,torchrun-multipod-0,tcp,srv,192.168.216.29,9000,1024K,0,0,32,0-127-256-383,156,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.29_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_2.log,2,torchrun-multipod-1,torchrun-multipod-0,tcp,srv,192.168.216.29,9000,1024K,0,0,32,0-127-256-383,191,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.29_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_3.log,3,torchrun-multipod-1,torchrun-multipod-0,tcp,srv,192.168.216.29,9000,1024K,0,0,32,0-127-256-383,180,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.29_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_4.log,4,torchrun-multipod-1,torchrun-multipod-0,tcp,srv,192.168.216.29,9000,1024K,0,0,32,0-127-256-383,196,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.29_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_5.log,5,torchrun-multipod-1,torchrun-multipod-0,tcp,srv,192.168.216.29,9000,1024K,0,0,32,0-127-256-383,192,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.29_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_6.log,6,torchrun-multipod-1,torchrun-multipod-0,tcp,srv,192.168.216.29,9000,1024K,0,0,32,0-127-256-383,197,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.29_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_7.log,7,torchrun-multipod-1,torchrun-multipod-0,tcp,srv,192.168.216.29,9000,1024K,0,0,32,0-127-256-383,169,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.29_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_8.log,8,torchrun-multipod-1,torchrun-multipod-0,tcp,srv,192.168.216.29,9000,1024K,0,0,32,0-127-256-383,206,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.29_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_9.log,9,torchrun-multipod-1,torchrun-multipod-0,tcp,srv,192.168.216.29,9000,1024K,0,0,32,0-127-256-383,179,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.29_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-1_torchrun-multipod-0_0.log,0,torchrun-multipod-1,torchrun-multipod-0,tcp,srv,192.168.216.29,9000,1024K,0,0,32,128-255-384-511,166,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.29_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-1_torchrun-multipod-0_1.log,1,torchrun-multipod-1,torchrun-multipod-0,tcp,srv,192.168.216.29,9000,1024K,0,0,32,128-255-384-511,161,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_0.log,0,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,200,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_1.log,1,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,202,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_2.log,2,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,186,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_3.log,3,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,217,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_4.log,4,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,200,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_5.log,5,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,198,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_6.log,6,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,217,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_7.log,7,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,198,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_8.log,8,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,194,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_9.log,9,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,204,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_0.log,0,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,160,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_1.log,1,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,160,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_2.log,2,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,166,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_3.log,3,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,136,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_4.log,4,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,158,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_5.log,5,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,144,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_6.log,6,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,168,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_7.log,7,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,159,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_8.log,8,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,167,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746130837/iperf_tcp_srv_192.168.216.32_9000_1024K_0_0_32_128-255-384-511_torchrun-multipod-0_torchrun-multipod-1_9.log,9,torchrun-multipod-0,torchrun-multipod-1,tcp,srv,192.168.216.32,9000,1024K,0,0,32,128-255-384-511,143,Gbits/sec
